scene_file,object,type,target,transform,matrix
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_25:curtain100x20_arena_straight500c,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_8:curtain100x20_arena_straight500c,,"[1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-40.4994583,759.56488,-2969.03101,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony@clutchtime_ceiling_balcony_0:clutchtime_ceiling_balcony_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony@clutchtime_ceiling_balcony_5:clutchtime_ceiling_balcony_low,,"[1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-531.418274,2074.1731,-2614.64746,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_lights@light_ceilinga_round_71:light_ceilinga_round_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_lights@light_ceilinga_round_85:light_ceilinga_round_low,,"[7.54979013e-08,-1.0,0.0,0.0,1.0,7.54979013e-08,0.0,0.0,0.0,0.0,1.0,0.0,-129.75563,643.825256,-2396.93481,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@ceiling_panelslights@clutchtime_ceilingpanellight_b_0:clutchtime_ceilingpanellight_b_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@ceiling_panelslights@clutchtime_ceilingpanellight_b_4:clutchtime_ceilingpanellight_b_low,,"[7.54979013e-08,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7.54979013e-08,0.0,-3389.87646,1457.26575,8.58306885e-05,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@walls@clutchtime_wall_d:clutchtime_wall_d_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@walls@clutchtime_wall_d:clutchtime_wall_d_low,,"[7.54979013e-08,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,7.54979013e-08,0.0,1502.36768,-7.92962023e-14,-2489.29004,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@mural_lights@lighting_suspendedtrack_metalb_39:lighting_suspendedtrack_metalb_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@mural_lights@lighting_suspendedtrack_metalb_19:lighting_suspendedtrack_metalb_low,,"[3.13916473e-07,0.0,1.0,0.0,-1.74512877e-07,1.0,5.47824657e-14,0.0,-1.0,-1.74512877e-07,3.13916473e-07,0.0,1736.00684,1002.4798,-1793.72888,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony@clutchtime_balcony_railing_10:clutchtime_balcony_railing_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony@clutchtime_balcony_railing_12:clutchtime_balcony_railing_low,,"[-1.0,-1.50995803e-07,0.0,0.0,-1.50995803e-07,1.0,-1.50995803e-07,0.0,2.27997332e-14,-1.50995803e-07,-1.0,0.0,-798.312988,1404.77966,2321.06079,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena@curtain100x20_arena_straight500c_195:curtain100x20_arena_straight500c,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_8:curtain100x20_arena_straight500c,,"[-1.0,-8.74227766e-08,-1.50995803e-07,0.0,-8.74227624e-08,1.0,-8.74227766e-08,0.0,1.50995817e-07,-8.74227624e-08,-1.0,0.0,751.966309,150.346558,2869.0,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_10:curtain100x20_arena_straight500c,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_8:curtain100x20_arena_straight500c,,"[1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,849.218567,150.346558,-2969.03101,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_lights@light_ceilinga_round_89:light_ceilinga_round_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_lights@light_ceilinga_round_85:light_ceilinga_round_low,,"[7.54979013e-08,-1.0,0.0,0.0,1.0,7.54979013e-08,0.0,0.0,0.0,0.0,1.0,0.0,-562.165344,643.825317,-2470.06836,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@stands@clutchtime_stands_tiers:clutchtime_stands_tiers_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@stands@clutchtime_stands_tiers:clutchtime_stands_tiers_low,,"[7.54979013e-08,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7.54979013e-08,0.0,-1885.14453,0.0,0.0,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@ceiling_panels@clutchtime_ceilingpanel_d_0:clutchtime_ceilingpanel_d_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@ceiling_panels@clutchtime_ceilingpanel_d_1:clutchtime_ceilingpanel_d_low,,"[7.54979013e-08,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,7.54979013e-08,0.0,3564.25049,1322.90686,0.003852036,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@scorecube@clutchtime_scorecube_supportring:clutchtime_scorecube_supportring_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@scorecube@clutchtime_scorecube_supportring:clutchtime_scorecube_supportring_low,,"[1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9.72837257,2549.58667,556.756531,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@stands@clutchtime_crowd_seating:clutchtime_crowd_seating_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@stands@clutchtime_crowd_seating:clutchtime_crowd_seating_low,,"[1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena@curtain100x20_arena_straight500c_91:curtain100x20_arena_straight500c,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_8:curtain100x20_arena_straight500c,,"[-1.0,0.0,-1.50995803e-07,0.0,0.0,1.0,0.0,0.0,1.50995803e-07,0.0,-1.0,0.0,653.556763,759.56488,2997.40527,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_134:chair_arenacrowd_seatbackcushion_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_85:chair_arenacrowd_seatbackcushion_low,,"[-1.0,-1.50995803e-07,0.0,0.0,-1.50995803e-07,1.0,-1.50995803e-07,0.0,2.27997332e-14,-1.50995803e-07,-1.0,0.0,-156.765106,122.139587,2512.00195,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@ceiling_panelslights@clutchtime_ceilingpanellight_d_4:clutchtime_ceilingpanellight_d_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@ceiling_panelslights@clutchtime_ceilingpanellight_d_0:clutchtime_ceilingpanellight_d_low,,"[7.54979013e-08,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7.54979013e-08,0.0,-1000.69946,2601.18628,8.39233398e-05,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_38:chair_arenacrowd_seatbackcushion_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_85:chair_arenacrowd_seatbackcushion_low,,"[1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,955.854553,731.357849,-2512.00171,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena@curtain100x20_arena_straight500c_167:curtain100x20_arena_straight500c,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_8:curtain100x20_arena_straight500c,,"[-1.0,-8.74227766e-08,-1.50995803e-07,0.0,-8.74227624e-08,1.0,-8.74227766e-08,0.0,1.50995817e-07,-8.74227624e-08,-1.0,0.0,-852.692078,759.56488,2869.0,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_139:chair_arenacrowd_seatbackcushion_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_85:chair_arenacrowd_seatbackcushion_low,,"[-1.0,-1.50995803e-07,0.0,0.0,-1.50995803e-07,1.0,-1.50995803e-07,0.0,2.27997332e-14,-1.50995803e-07,-1.0,0.0,-107.077271,150.346619,2650.51196,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_43:curtain100x20_arena_straight500c,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_8:curtain100x20_arena_straight500c,,"[1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-139.837677,1375.11304,-2969.03101,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@ceiling_panels@clutchtime_ceilingpanel_b_0:clutchtime_ceilingpanel_b_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@ceiling_panels@clutchtime_ceilingpanel_b_3:clutchtime_ceilingpanel_b_low,,"[7.54979013e-08,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,7.54979013e-08,0.0,3336.35693,1322.90686,0.003852036,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_2:curtain100x20_arena_straight500c,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_8:curtain100x20_arena_straight500c,,"[1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,157.010544,150.346558,-2969.03101,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@clutchtimecurtainstunnels1@Prototype_arena_curtains_prototype_1@curtain100x20_arena_straight400c_1:curtain100x20_arena_straight400c,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@clutchtimecurtainstunnels1@Prototype_arena_curtains_prototype_2@curtain100x20_arena_straight400c_9:curtain100x20_arena_straight400c,,"[-0.121869311,-1.84017548e-08,-0.992546022,0.0,-1.12549969e-09,1.0,-1.84017566e-08,0.0,0.992546022,-1.12549969e-09,-0.121869311,0.0,-2900.47583,-1.02246918e-06,921.88031,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@ceiling_panels@clutchtime_ceilingpanel_d_4:clutchtime_ceilingpanel_d_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@ceiling_panels@clutchtime_ceilingpanel_d_1:clutchtime_ceilingpanel_d_low,,"[7.54979013e-08,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7.54979013e-08,0.0,-3567.99707,1303.35718,0.000128744,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena@curtain100x20_arena_straight500c_94:curtain100x20_arena_straight500c,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_8:curtain100x20_arena_straight500c,,"[-1.0,0.0,-1.50995803e-07,0.0,0.0,1.0,0.0,0.0,1.50995803e-07,0.0,-1.0,0.0,950.404968,759.56488,2997.40527,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony@clutchtime_balcony_b_7:clutchtime_balcony_b_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony@clutchtime_balcony_b_8:clutchtime_balcony_b_low,,"[1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-799.952454,35.1004639,-2346.14648,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_131:curtain100x20_arena_straight500c,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_8:curtain100x20_arena_straight500c,,"[1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-139.837677,150.346558,-2869.0,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena@curtain100x20_arena_straight500c_97:curtain100x20_arena_straight500c,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_8:curtain100x20_arena_straight500c,,"[-1.0,0.0,-1.50995803e-07,0.0,0.0,1.0,0.0,0.0,1.50995803e-07,0.0,-1.0,0.0,-1050.20203,759.56488,2997.40527,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@ceiling_panels@clutchtime_ceilingpanel_b_4:clutchtime_ceilingpanel_b_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@ceiling_panels@clutchtime_ceilingpanel_b_3:clutchtime_ceilingpanel_b_low,,"[7.54979013e-08,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7.54979013e-08,0.0,-3340.10352,1303.35718,0.000128744,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_33:curtain100x20_arena_straight500c,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_8:curtain100x20_arena_straight500c,,"[1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1046.28113,759.56488,-2969.03101,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@clutchtimecurtainstunnels1@Prototype_arena_curtains_prototype_1@curtain100x20_arena_straight400c_5:curtain100x20_arena_straight400c,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@clutchtimecurtainstunnels1@Prototype_arena_curtains_prototype_2@curtain100x20_arena_straight400c_9:curtain100x20_arena_straight400c,,"[-0.121869281,-1.84017495e-08,-0.992545784,0.0,-1.12549969e-09,1.0,-1.84017566e-08,0.0,0.992545784,-1.12549969e-09,-0.121869281,0.0,-2947.74805,-8.16034844e-06,536.880432,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@scorecube@clutchtime_scorecube_supportpipes:clutchtime_scorecube_supportpipes_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@scorecube@clutchtime_scorecube_supportpipes:clutchtime_scorecube_supportpipes_low,,"[7.54979013e-08,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7.54979013e-08,0.0,565.426575,1407.53027,-0.980834961,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena@curtain100x20_arena_straight500c_80:curtain100x20_arena_straight500c,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_8:curtain100x20_arena_straight500c,,"[-1.0,0.0,-1.50995803e-07,0.0,0.0,1.0,0.0,0.0,1.50995803e-07,0.0,-1.0,0.0,-654.253418,150.346558,2997.40527,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@doors@doorframe_interiorhingeless_double_5:doorframe_interiorhingeless_double_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@doors@doorframe_interiorhingeless_double_0:doorframe_interiorhingeless_double_low,,"[1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2377.81616,1029.63025,-2261.4917,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@doors@electrical_switch_double:light_switch_double_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@doors@electrical_switch_double_1:light_switch_double_low,,"[1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-4168.68457,988.350037,-2181.6665,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony@clutchtime_balcony_railing_1:clutchtime_balcony_railing_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony@clutchtime_balcony_railing_12:clutchtime_balcony_railing_low,,"[1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,798.312988,1404.77966,-2321.06079,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_lights@light_ceilinga_round_40:light_ceilinga_round_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_lights@light_ceilinga_round_85:light_ceilinga_round_low,,"[7.54979013e-08,-1.0,0.0,0.0,1.0,7.54979013e-08,0.0,0.0,0.0,0.0,1.0,0.0,1037.53247,1868.73694,2470.06836,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_135:chair_arenacrowd_seatbackcushion_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_85:chair_arenacrowd_seatbackcushion_low,,"[-1.0,-1.50995803e-07,0.0,0.0,-1.50995803e-07,1.0,-1.50995803e-07,0.0,2.27997332e-14,-1.50995803e-07,-1.0,0.0,-206.891266,150.346619,2650.51196,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_lights@light_ceilinga_round_54:light_ceilinga_round_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_lights@light_ceilinga_round_85:light_ceilinga_round_low,,"[7.54979013e-08,-1.0,0.0,0.0,1.0,7.54979013e-08,0.0,0.0,0.0,0.0,1.0,0.0,1037.53247,1868.73694,-2470.06812,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_73:chair_arenacrowd_seatbackcushion_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_85:chair_arenacrowd_seatbackcushion_low,,"[1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-853.308228,1346.90601,-2512.00171,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@doors@doorframe_interiorhingeless_double_1:doorframe_interiorhingeless_double_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@doors@doorframe_interiorhingeless_double_0:doorframe_interiorhingeless_double_low,,"[-1.0,-8.74227766e-08,-1.50995803e-07,0.0,-8.74227624e-08,1.0,-8.74227766e-08,0.0,1.50995817e-07,-8.74227624e-08,-1.0,0.0,-4645.2124,863.349854,2182.21948,1.0]"
level.SCNE,arena_clutchtime_int_master@GameObjects@dorna@clutchtime_court_dorna_0:clutchtime_court_dorna_low,OBJECT,arena_clutchtime_int_master@GameObjects@dorna@clutchtime_court_dorna_7:clutchtime_court_dorna_low,,"[1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,955.129883,0.0,200.0,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_104:chair_arenacrowd_seatbackcushion_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_85:chair_arenacrowd_seatbackcushion_low,,"[-1.0,-8.74227766e-08,0.0,0.0,-8.74227766e-08,1.0,-8.74227766e-08,0.0,7.64274186e-15,-8.74227766e-08,-1.0,0.0,-801.10907,1375.11304,2650.51196,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@ceiling_panelslights@clutchtime_ceilingpanellight_c_5:clutchtime_ceilingpanellight_c_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@ceiling_panelslights@clutchtime_ceilingpanellight_c:clutchtime_ceilingpanellight_c_low,,"[1.94707184e-07,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,1.94707184e-07,0.0,875.626892,2601.18628,8.58306885e-05,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony@clutchtime_balcony_b_15:clutchtime_balcony_b_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony@clutchtime_balcony_b_8:clutchtime_balcony_b_low,,"[-1.0,-1.50995803e-07,0.0,0.0,-1.50995803e-07,1.0,-1.50995803e-07,0.0,2.27997332e-14,-1.50995803e-07,-1.0,0.0,-799.952148,1259.86694,2346.146,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@ceiling_panels@clutchtime_ceilingpanel_e_1:clutchtime_ceilingpanel_e_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@ceiling_panels@clutchtime_ceilingpanel_e:clutchtime_ceilingpanel_e_low,,"[7.54979013e-08,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,7.54979013e-08,0.0,1085.37842,2396.53125,0.003852036,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@ceiling_panelslights@clutchtime_ceilingpanellight_g:clutchtime_ceilingpanellight_g_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@ceiling_panelslights@clutchtime_ceilingpanellight_g:clutchtime_ceilingpanellight_g_low,,"[7.54979013e-08,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7.54979013e-08,0.0,-3906.4043,1457.26575,0.0,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena@curtain100x20_arena_straight500c_173:curtain100x20_arena_straight500c,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_8:curtain100x20_arena_straight500c,,"[-1.0,-8.74227766e-08,-1.50995803e-07,0.0,-8.74227624e-08,1.0,-8.74227766e-08,0.0,1.50995817e-07,-8.74227624e-08,-1.0,0.0,-236.161285,150.346558,2869.0,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_lights@light_ceilinga_round_12:light_ceilinga_round_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_lights@light_ceilinga_round_85:light_ceilinga_round_low,,"[7.54979013e-08,-1.0,0.0,0.0,1.0,7.54979013e-08,0.0,0.0,0.0,0.0,1.0,0.0,-236.67952,643.825256,2470.06836,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_40:curtain100x20_arena_straight500c,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_8:curtain100x20_arena_straight500c,,"[1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-558.377258,759.56488,-2969.03101,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@ceiling_panelslights@clutchtime_ceilingpanellight_c_2:clutchtime_ceilingpanellight_c_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@ceiling_panelslights@clutchtime_ceilingpanellight_c:clutchtime_ceilingpanellight_c_low,,"[1.94707184e-07,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,1.94707184e-07,0.0,2466.66797,1457.26575,-8.58306885e-05,1.0]"
